in,out
4992,1
1424,1
5632,1
7632,1
5632,1
2608,1
1456,1
4416,1
688,1
6192,1
624,1
368,1
7008,1
480,1
5712,1
928,1
6608,1
4752,1
5760,1
7408,1
3568,1
3536,1
1968,1
208,1
5024,1
3232,1
784,1
6960,1
3936,1
4304,1
5056,1
4016,1
3600,1
3920,1
2032,1
4176,1
3552,1
688,1
2608,1
544,1
1856,1
4704,1
1440,1
6528,1
3472,1
5120,1
4832,1
864,1
8080,1
320,1
6416,1
5872,1
3936,1
1664,1
4992,1
3696,1
16,1
1520,1
5696,1
2688,1
2848,1
3760,1
3408,1
8160,1
6176,1
7696,1
1808,1
208,1
4512,1
4128,1
1584,1
5536,1
4880,1
4416,1
3344,1
2112,1
6816,1
1488,1
1408,1
1312,1
2144,1
7904,1
5984,1
6832,1
1168,1
1920,1
5248,1
832,1
848,1
3184,1
6560,1
4592,1
5584,1
1360,1
7936,1
224,1
1632,1
3952,1
688,1
7648,1
2896,1
672,1
544,1
784,1
4016,1
6576,1
6720,1
7776,1
416,1
7504,1
5392,1
3312,1
128,1
3120,1
4320,1
7552,1
4080,1
4384,1
5728,1
4496,1
8016,1
5712,1
4416,1
3888,1
5824,1
320,1
2880,1
7952,1
