in,out
6768,1
2224,1
3360,1
368,1
3808,1
2640,1
7232,1
5616,1
2240,1
7840,1
6944,1
7344,1
5824,1
4832,1
6960,1
7072,1
6992,1
2368,1
976,1
3888,1
1984,1
6608,1
1488,1
880,1
1424,1
576,1
1920,1
1328,1
5520,1
7424,1
8000,1
3584,1
3376,1
1056,1
336,1
8032,1
5536,1
2864,1
2768,1
4368,1
5072,1
4896,1
1408,1
2976,1
6688,1
144,1
768,1
3888,1
5248,1
5520,1
6976,1
4048,1
1376,1
1168,1
5488,1
576,1
2304,1
6512,1
3120,1
3216,1
544,1
6224,1
7424,1
8080,1
7312,1
8064,1
5056,1
5552,1
4464,1
3056,1
5088,1
3056,1
1712,1
3184,1
3616,1
2688,1
5456,1
1536,1
5296,1
6080,1
7840,1
5232,1
5424,1
5200,1
5504,1
6544,1
544,1
6720,1
6000,1
8032,1
4448,1
1440,1
2848,1
5696,1
5184,1
2832,1
5792,1
5776,1
7520,1
6896,1
7216,1
1616,1
7088,1
2096,1
4832,1
3664,1
7360,1
7424,1
5760,1
4416,1
3600,1
4048,1
3888,1
688,1
7728,1
6448,1
6032,1
5632,1
4912,1
1648,1
7648,1
7584,1
2912,1
1792,1
1888,1
6192,1
3792,1
688,1
