in,out
7408,1
7744,1
7680,1
2016,1
3024,1
1008,1
1312,1
6224,1
5344,1
3664,1
6320,1
6224,1
3600,1
7760,1
4832,1
3568,1
5280,1
6192,1
3088,1
1760,1
2944,1
4016,1
4480,1
2768,1
6496,1
6272,1
8032,1
6784,1
6032,1
4000,1
5088,1
5712,1
6768,1
2672,1
5072,1
3488,1
7024,1
7104,1
8064,1
5184,1
1424,1
3344,1
7856,1
1536,1
2720,1
1392,1
2560,1
6560,1
3840,1
5136,1
1632,1
4752,1
7744,1
6496,1
2224,1
4096,1
6336,1
4368,1
5056,1
2304,1
6144,1
5632,1
6544,1
2336,1
3984,1
224,1
6672,1
1232,1
6784,1
1872,1
5776,1
7408,1
1568,1
5856,1
560,1
7168,1
2784,1
2704,1
3040,1
7616,1
2640,1
7280,1
5472,1
2400,1
5216,1
2192,1
6480,1
2976,1
6256,1
400,1
1984,1
2096,1
3968,1
2944,1
4128,1
6880,1
464,1
5904,1
6224,1
2528,1
4992,1
1296,1
4112,1
5456,1
1520,1
5440,1
7024,1
6656,1
5888,1
5760,1
832,1
2352,1
3680,1
2240,1
7936,1
4240,1
5616,1
3344,1
7024,1
6032,1
3888,1
5072,1
5312,1
5664,1
464,1
2336,1
8112,1
1728,1
