in,out
7264,1
2480,1
6608,1
8048,1
5904,1
5760,1
4096,1
6320,1
544,1
2288,1
4208,1
3952,1
5280,1
560,1
4400,1
2480,1
4032,1
7136,1
512,1
6224,1
3344,1
3824,1
6928,1
3904,1
5600,1
4016,1
6800,1
2864,1
7008,1
6976,1
48,1
3984,1
2240,1
4976,1
1824,1
656,1
1632,1
5008,1
7200,1
8000,1
5664,1
4304,1
5952,1
6272,1
432,1
5296,1
240,1
1184,1
5216,1
3888,1
1664,1
896,1
5808,1
3104,1
5520,1
4752,1
1456,1
6608,1
3696,1
1424,1
4384,1
2032,1
5808,1
5696,1
4576,1
480,1
2304,1
3648,1
3536,1
2240,1
2768,1
752,1
8032,1
1952,1
5840,1
2352,1
1344,1
2464,1
1360,1
128,1
3008,1
3360,1
7184,1
7568,1
672,1
6160,1
6656,1
7536,1
8112,1
4208,1
272,1
7424,1
6304,1
2656,1
6304,1
6880,1
1808,1
352,1
720,1
3744,1
5184,1
2464,1
2048,1
2992,1
1264,1
208,1
3168,1
5296,1
4912,1
8064,1
5040,1
2768,1
4688,1
1744,1
7504,1
6528,1
6944,1
5776,1
3392,1
4368,1
6432,1
5632,1
2256,1
7632,1
4816,1
2064,1
4160,1
6736,1
