in,out
3792,1
4560,1
6272,1
5264,1
2432,1
320,1
2720,1
2688,1
6176,1
7872,1
5744,1
1728,1
3008,1
6992,1
5312,1
2000,1
3216,1
3248,1
7280,1
6880,1
5840,1
2336,1
6016,1
1888,1
2208,1
48,1
5712,1
3472,1
5696,1
1648,1
6096,1
1600,1
2336,1
2608,1
7888,1
5536,1
3600,1
8080,1
1712,1
5152,1
4384,1
4768,1
3408,1
6512,1
3888,1
5200,1
6336,1
1632,1
4672,1
3472,1
6400,1
1744,1
7232,1
2928,1
6368,1
7904,1
3200,1
1232,1
4000,1
3888,1
6288,1
1008,1
1024,1
5776,1
6032,1
3264,1
2848,1
4224,1
2448,1
6688,1
672,1
7648,1
5968,1
2192,1
160,1
512,1
3632,1
2320,1
5744,1
6320,1
3808,1
4576,1
6560,1
7280,1
4192,1
6032,1
5120,1
4688,1
4928,1
6032,1
3392,1
448,1
3968,1
7376,1
6944,1
6768,1
7632,1
8000,1
3728,1
176,1
112,1
4320,1
6288,1
1296,1
1296,1
3024,1
6992,1
560,1
2944,1
4496,1
368,1
5264,1
80,1
6080,1
2192,1
2000,1
6736,1
6640,1
4000,1
208,1
4704,1
7840,1
8128,1
784,1
416,1
3488,1
4656,1
2496,1
