in,out
5296,1
4656,1
6304,1
5520,1
7328,1
1936,1
2176,1
3888,1
8096,1
7056,1
2240,1
5008,1
1424,1
3072,1
784,1
800,1
304,1
5648,1
3232,1
2416,1
8064,1
2080,1
5568,1
656,1
3296,1
3648,1
5936,1
2768,1
7664,1
3024,1
1552,1
1216,1
7728,1
1712,1
2176,1
3456,1
528,1
7696,1
1712,1
4208,1
2320,1
4128,1
5024,1
624,1
6832,1
7776,1
5792,1
4096,1
3248,1
5360,1
5872,1
3280,1
6544,1
5616,1
6432,1
8032,1
1104,1
4016,1
6464,1
5360,1
3216,1
7264,1
976,1
2848,1
1808,1
7920,1
6976,1
7952,1
6192,1
2288,1
6336,1
2128,1
6784,1
4592,1
4512,1
6192,1
80,1
2752,1
7760,1
6736,1
5776,1
1136,1
3168,1
1920,1
3840,1
6272,1
7264,1
6016,1
6736,1
7552,1
4896,1
5376,1
2960,1
6704,1
5888,1
2160,1
1040,1
1472,1
5840,1
5104,1
3584,1
8048,1
1840,1
4032,1
1072,1
1744,1
1472,1
4928,1
7888,1
2912,1
4800,1
4656,1
5296,1
5120,1
1056,1
3616,1
5936,1
160,1
8016,1
5344,1
1744,1
6032,1
368,1
6992,1
7280,1
3792,1
1056,1
6752,1
