in,out
5120,1
3616,1
3632,1
2864,1
288,1
6304,1
6528,1
6032,1
7296,1
272,1
8128,1
7280,1
4304,1
6048,1
7008,1
2112,1
1072,1
7200,1
7536,1
7200,1
464,1
4032,1
544,1
4352,1
3296,1
4432,1
80,1
5696,1
5072,1
2048,1
5344,1
3952,1
2448,1
3200,1
832,1
7200,1
4992,1
7824,1
8048,1
64,1
4832,1
7456,1
3328,1
6096,1
3840,1
4224,1
1280,1
5600,1
3888,1
2112,1
416,1
960,1
1328,1
2848,1
3216,1
4944,1
8128,1
3216,1
5232,1
4640,1
3984,1
2752,1
8016,1
7168,1
96,1
7936,1
6256,1
1744,1
3168,1
944,1
4096,1
656,1
1808,1
6000,1
3952,1
4528,1
8032,1
608,1
1216,1
5520,1
3200,1
576,1
992,1
5360,1
5280,1
3856,1
5264,1
3904,1
2208,1
2080,1
3744,1
976,1
4496,1
6064,1
5904,1
2320,1
768,1
1392,1
4912,1
7984,1
2992,1
6704,1
624,1
1648,1
3888,1
7792,1
3008,1
3184,1
7280,1
512,1
2016,1
5248,1
6768,1
3088,1
2352,1
3312,1
7792,1
7840,1
608,1
2800,1
7808,1
912,1
4208,1
5376,1
6848,1
160,1
2096,1
7376,1
