in,out
4000,1
6432,1
5344,1
320,1
5136,1
1904,1
1296,1
3984,1
1888,1
1136,1
6928,1
1472,1
848,1
3856,1
7408,1
4672,1
4128,1
6336,1
4768,1
1008,1
2048,1
672,1
2576,1
5104,1
7248,1
3584,1
6432,1
6112,1
5296,1
6416,1
7152,1
8064,1
4192,1
1232,1
1040,1
7088,1
7568,1
4032,1
3920,1
5504,1
6960,1
5040,1
7024,1
800,1
640,1
8064,1
6416,1
7104,1
4032,1
2208,1
6176,1
112,1
6128,1
6000,1
1056,1
5328,1
6960,1
2672,1
5984,1
608,1
176,1
6960,1
5408,1
3024,1
2064,1
2832,1
7520,1
7312,1
3344,1
3152,1
1184,1
5760,1
5872,1
2272,1
2416,1
7808,1
1552,1
3760,1
5280,1
7456,1
7968,1
5296,1
1952,1
7520,1
3520,1
4192,1
3936,1
1136,1
3856,1
5664,1
3072,1
416,1
3024,1
2320,1
6560,1
272,1
4912,1
6784,1
6160,1
2672,1
1952,1
6384,1
4480,1
4736,1
6528,1
1344,1
6784,1
7664,1
5920,1
816,1
784,1
2784,1
1168,1
6544,1
3472,1
816,1
5376,1
4832,1
4384,1
3008,1
2224,1
4432,1
6416,1
992,1
4496,1
5840,1
5984,1
6272,1
