in,out
2768,1
272,1
128,1
320,1
1472,1
4336,1
4848,1
2320,1
4592,1
6048,1
6352,1
3280,1
4768,1
3472,1
6896,1
96,1
7664,1
4288,1
8112,1
6368,1
5840,1
4336,1
2528,1
944,1
3952,1
352,1
4256,1
2112,1
1328,1
1312,1
3776,1
2048,1
2064,1
4992,1
2320,1
656,1
2672,1
4480,1
1616,1
4480,1
2416,1
2240,1
2928,1
5232,1
1104,1
7664,1
5328,1
2336,1
880,1
2832,1
304,1
6912,1
1264,1
320,1
4960,1
4848,1
464,1
6672,1
7776,1
5856,1
2896,1
4576,1
6176,1
6128,1
4048,1
7392,1
1296,1
8128,1
5312,1
720,1
176,1
2912,1
7952,1
4640,1
2112,1
6240,1
2640,1
5360,1
2432,1
1536,1
4400,1
4624,1
6352,1
2528,1
5840,1
5200,1
3952,1
1280,1
3776,1
4656,1
8064,1
6096,1
4240,1
2624,1
5296,1
7136,1
3600,1
3856,1
1664,1
3536,1
1616,1
176,1
1136,1
784,1
4032,1
7488,1
7936,1
1456,1
2336,1
2832,1
5856,1
5776,1
6208,1
336,1
2688,1
5936,1
656,1
3568,1
4528,1
6960,1
720,1
4736,1
3760,1
1696,1
6832,1
3744,1
5680,1
3696,1
