in,out
2944,1
8032,1
480,1
5136,1
432,1
4096,1
2208,1
5424,1
5936,1
1472,1
720,1
2576,1
7488,1
544,1
3552,1
6864,1
1072,1
1840,1
2560,1
7104,1
6592,1
7808,1
1472,1
5136,1
6432,1
1328,1
6688,1
5872,1
4640,1
560,1
2512,1
2032,1
3328,1
6864,1
4752,1
6384,1
2384,1
6512,1
3232,1
7424,1
6560,1
6848,1
7712,1
6704,1
3776,1
320,1
1264,1
8064,1
7680,1
1456,1
3472,1
5008,1
6912,1
5024,1
3680,1
7152,1
5072,1
5072,1
640,1
1808,1
2912,1
48,1
2672,1
2064,1
4416,1
8032,1
1856,1
1152,1
4608,1
5312,1
5392,1
3440,1
3888,1
6640,1
2176,1
6592,1
6272,1
720,1
2928,1
256,1
4736,1
6368,1
4512,1
6480,1
5024,1
928,1
4624,1
1056,1
3120,1
7728,1
7728,1
1600,1
1600,1
5584,1
3664,1
1296,1
6336,1
6112,1
1952,1
1376,1
6512,1
3648,1
5584,1
4768,1
5792,1
4896,1
5552,1
1360,1
2288,1
640,1
7648,1
1680,1
1824,1
1488,1
352,1
224,1
1760,1
3632,1
4640,1
4368,1
6832,1
2176,1
3824,1
4192,1
5904,1
2160,1
5152,1
400,1
