in,out
4992,1
5408,1
4464,1
5216,1
6688,1
192,1
5632,1
6400,1
7328,1
6944,1
2208,1
832,1
6352,1
1952,1
1680,1
4576,1
5200,1
4000,1
2112,1
8112,1
1440,1
5840,1
1648,1
2400,1
3312,1
4752,1
80,1
944,1
3200,1
5184,1
112,1
4592,1
7248,1
5328,1
3184,1
2688,1
6096,1
1312,1
1568,1
2240,1
4496,1
336,1
2144,1
3536,1
7856,1
5264,1
2064,1
6448,1
2272,1
688,1
4400,1
4160,1
4912,1
5472,1
4000,1
4272,1
288,1
5984,1
2496,1
1632,1
6320,1
3328,1
2624,1
2224,1
2912,1
3472,1
6112,1
2224,1
32,1
6944,1
4848,1
5760,1
3568,1
4976,1
7680,1
7424,1
4896,1
8096,1
4336,1
7248,1
1536,1
8112,1
304,1
3488,1
3648,1
5376,1
3456,1
1120,1
5552,1
4336,1
6688,1
6096,1
4624,1
6656,1
592,1
1680,1
2448,1
4320,1
2304,1
544,1
4560,1
3616,1
1504,1
3392,1
1776,1
4000,1
5552,1
6720,1
4288,1
4816,1
5536,1
1408,1
1424,1
3376,1
8080,1
4880,1
6096,1
5376,1
976,1
6064,1
5888,1
1072,1
2160,1
5584,1
5056,1
2112,1
1968,1
6480,1
