in,out
3536,1
3536,1
576,1
7936,1
3280,1
128,1
2784,1
6448,1
4896,1
7616,1
2640,1
3904,1
7728,1
7424,1
3120,1
7856,1
7216,1
7568,1
7232,1
1152,1
3264,1
4400,1
2000,1
752,1
7072,1
5616,1
4432,1
5616,1
2144,1
1568,1
5840,1
864,1
3520,1
1696,1
6976,1
2336,1
4288,1
1152,1
1968,1
6816,1
4976,1
4096,1
1088,1
6432,1
224,1
1792,1
448,1
7696,1
4560,1
64,1
7888,1
7904,1
3024,1
2320,1
8032,1
6496,1
4608,1
3520,1
1312,1
672,1
6448,1
4832,1
5216,1
6480,1
2672,1
2608,1
1968,1
5504,1
3872,1
2800,1
6272,1
3088,1
4960,1
1024,1
2544,1
2336,1
5280,1
4960,1
7872,1
560,1
2384,1
4176,1
7296,1
2304,1
3792,1
7568,1
4240,1
4224,1
1840,1
5200,1
2480,1
5568,1
7360,1
80,1
4112,1
3456,1
7056,1
3904,1
2224,1
2512,1
7376,1
3504,1
3360,1
1504,1
2992,1
4384,1
8000,1
7984,1
3408,1
2096,1
5264,1
2848,1
4064,1
5600,1
400,1
3024,1
2576,1
6448,1
4384,1
1680,1
5456,1
528,1
3776,1
3840,1
8144,1
5632,1
6512,1
5664,1
