in,out
3776,1
6384,1
5296,1
6816,1
5632,1
8112,1
3408,1
7856,1
6672,1
832,1
7536,1
6944,1
6176,1
1792,1
8048,1
2816,1
3296,1
5664,1
48,1
2416,1
6784,1
6240,1
32,1
6192,1
6704,1
5696,1
1216,1
5280,1
5360,1
3152,1
128,1
5136,1
3696,1
6128,1
1648,1
640,1
1616,1
1696,1
128,1
3376,1
2976,1
656,1
6080,1
3296,1
3184,1
2208,1
4912,1
1168,1
2432,1
1888,1
672,1
6720,1
7360,1
2192,1
400,1
5504,1
2400,1
7504,1
5664,1
6944,1
1216,1
2368,1
8144,1
5280,1
1264,1
2704,1
7248,1
720,1
6336,1
2816,1
6288,1
5008,1
7264,1
1568,1
6912,1
4320,1
7280,1
5648,1
5120,1
1008,1
3632,1
1376,1
7456,1
5728,1
960,1
3328,1
6464,1
1664,1
2960,1
2912,1
1936,1
2736,1
4144,1
6896,1
6672,1
4272,1
5504,1
1072,1
6896,1
8016,1
3808,1
6720,1
1616,1
7504,1
4912,1
2208,1
7504,1
6176,1
6048,1
5152,1
4928,1
5056,1
5840,1
1568,1
8000,1
176,1
7312,1
224,1
5168,1
2976,1
640,1
5136,1
2160,1
5984,1
208,1
368,1
6176,1
6720,1
