in,out
496,1
3696,1
3856,1
1840,1
752,1
1408,1
2864,1
5840,1
4864,1
4432,1
3584,1
7200,1
5392,1
3488,1
2800,1
3296,1
7904,1
1552,1
320,1
864,1
7456,1
3104,1
7728,1
6336,1
2464,1
368,1
4336,1
2672,1
304,1
64,1
7072,1
3168,1
3328,1
4192,1
3904,1
7744,1
2960,1
2640,1
112,1
1280,1
4432,1
1648,1
7632,1
7488,1
1040,1
3840,1
2464,1
2304,1
1472,1
1872,1
3824,1
5232,1
7312,1
4000,1
1616,1
4080,1
8160,1
7760,1
3136,1
5024,1
496,1
3328,1
4544,1
2512,1
2880,1
3744,1
544,1
1792,1
7632,1
6256,1
1952,1
448,1
1728,1
2384,1
4336,1
6528,1
5088,1
6448,1
6400,1
6192,1
6608,1
2672,1
3936,1
7008,1
6048,1
1520,1
6400,1
6496,1
4144,1
3168,1
1328,1
1344,1
2656,1
6112,1
3216,1
4816,1
5504,1
6800,1
3296,1
4672,1
3760,1
3888,1
4544,1
1936,1
2400,1
7744,1
3360,1
1632,1
8128,1
8048,1
3872,1
5520,1
3216,1
5120,1
2384,1
7136,1
944,1
2048,1
7792,1
7616,1
5728,1
1520,1
992,1
5536,1
672,1
4608,1
2560,1
1232,1
