in,out
4832,1
6256,1
7392,1
7936,1
3696,1
2368,1
368,1
6624,1
3200,1
1008,1
5312,1
3024,1
5536,1
3008,1
5408,1
80,1
4192,1
5712,1
656,1
3040,1
5888,1
7472,1
5072,1
7664,1
2800,1
5088,1
1024,1
3600,1
6048,1
5568,1
5824,1
2080,1
4368,1
5024,1
2256,1
8064,1
2720,1
4848,1
4928,1
3840,1
1648,1
7232,1
2704,1
3392,1
3680,1
1520,1
5248,1
7936,1
3648,1
6992,1
6032,1
3552,1
4992,1
5472,1
576,1
464,1
3824,1
4208,1
6768,1
8032,1
4352,1
1872,1
4992,1
8032,1
7648,1
2768,1
2928,1
7248,1
8160,1
64,1
5072,1
992,1
7824,1
1232,1
2400,1
8128,1
3184,1
6144,1
7936,1
2080,1
6000,1
5040,1
3808,1
4192,1
4208,1
2032,1
6288,1
5456,1
5792,1
3808,1
6592,1
2560,1
832,1
5712,1
4000,1
1392,1
6672,1
1136,1
6384,1
3392,1
6912,1
6176,1
1136,1
5056,1
4304,1
1440,1
4800,1
8016,1
1952,1
4992,1
1360,1
1360,1
5328,1
1904,1
3296,1
5216,1
48,1
7584,1
3248,1
4080,1
352,1
3264,1
7504,1
3552,1
2912,1
1296,1
1472,1
7584,1
