in,out
1376,1
1040,1
1664,1
4096,1
4864,1
6384,1
3856,1
7328,1
2672,1
4688,1
4528,1
848,1
5008,1
1504,1
6832,1
5680,1
3968,1
5456,1
3376,1
6624,1
6816,1
592,1
4848,1
48,1
6880,1
5808,1
4080,1
4688,1
3744,1
5616,1
1408,1
7776,1
3376,1
3696,1
4256,1
3568,1
4400,1
3312,1
4864,1
608,1
4368,1
2128,1
6160,1
5520,1
784,1
1888,1
6960,1
6864,1
496,1
1456,1
6240,1
2128,1
6096,1
1552,1
7280,1
3216,1
4784,1
832,1
3616,1
7328,1
6960,1
7696,1
5104,1
4320,1
6368,1
4256,1
3536,1
3360,1
1536,1
2992,1
7024,1
3984,1
3200,1
6096,1
5344,1
8080,1
2704,1
4336,1
1824,1
7488,1
800,1
3472,1
784,1
1168,1
6816,1
352,1
2624,1
2272,1
4480,1
2368,1
2112,1
7376,1
6128,1
1584,1
1216,1
4320,1
5664,1
2720,1
5200,1
848,1
4528,1
5392,1
2496,1
7024,1
4368,1
1568,1
6288,1
6048,1
2032,1
3840,1
1472,1
7104,1
5248,1
1104,1
4720,1
1616,1
1344,1
8080,1
2432,1
7392,1
1168,1
5344,1
2992,1
8000,1
4896,1
4688,1
592,1
3408,1
