in,out
7648,1
2256,1
4768,1
5856,1
5664,1
1040,1
4304,1
1184,1
3152,1
7408,1
2368,1
800,1
7936,1
4672,1
5520,1
7344,1
3872,1
7104,1
6496,1
1376,1
6128,1
1664,1
5552,1
7392,1
3504,1
112,1
6320,1
6704,1
5552,1
6944,1
2784,1
3200,1
3232,1
2896,1
4784,1
3088,1
4832,1
3904,1
2768,1
2464,1
5840,1
7616,1
2880,1
6656,1
3104,1
3824,1
768,1
3648,1
5728,1
4096,1
1328,1
2944,1
5072,1
7984,1
7008,1
5856,1
7328,1
1312,1
4464,1
7520,1
640,1
5360,1
1600,1
960,1
6032,1
5424,1
7856,1
7872,1
528,1
640,1
7104,1
1600,1
5392,1
1376,1
960,1
1040,1
4448,1
224,1
2848,1
3248,1
768,1
4080,1
7344,1
5680,1
544,1
2592,1
6016,1
6528,1
5520,1
7104,1
7376,1
6720,1
304,1
6768,1
7728,1
2752,1
6256,1
7136,1
3552,1
1152,1
5280,1
3184,1
1968,1
2480,1
5200,1
5952,1
2672,1
4496,1
32,1
3024,1
7168,1
4800,1
7104,1
3728,1
1504,1
3424,1
5456,1
2160,1
752,1
1744,1
5152,1
720,1
2992,1
4592,1
1264,1
5456,1
7008,1
3744,1
