in,out
7664,1
7728,1
6352,1
2240,1
5088,1
5312,1
1664,1
3536,1
6928,1
2944,1
2240,1
672,1
4528,1
5808,1
3552,1
2448,1
5744,1
3808,1
1248,1
7760,1
352,1
6720,1
7200,1
3200,1
3040,1
6544,1
7920,1
2480,1
5248,1
2288,1
2816,1
1264,1
384,1
2048,1
7280,1
2480,1
1216,1
1152,1
1920,1
4640,1
2224,1
384,1
1888,1
5264,1
2384,1
1952,1
6960,1
1136,1
5664,1
1600,1
2688,1
704,1
1168,1
1824,1
3936,1
1728,1
2400,1
3088,1
5648,1
1344,1
5552,1
2240,1
1408,1
7296,1
576,1
1008,1
4720,1
7840,1
1872,1
1040,1
944,1
1408,1
2880,1
6144,1
2832,1
80,1
3696,1
7184,1
4560,1
3072,1
5536,1
944,1
5936,1
992,1
4448,1
3040,1
7472,1
1616,1
4736,1
944,1
7168,1
3664,1
7008,1
464,1
4096,1
6960,1
704,1
2224,1
3376,1
3888,1
2544,1
4784,1
4880,1
7152,1
800,1
6816,1
3872,1
1008,1
368,1
1552,1
3760,1
832,1
2800,1
4912,1
1280,1
752,1
4400,1
4640,1
1472,1
1376,1
6704,1
6480,1
4752,1
4800,1
6512,1
3648,1
6928,1
6816,1
