in,out
4720,1
5824,1
6896,1
6592,1
1824,1
1120,1
2320,1
2784,1
2816,1
4128,1
3616,1
5280,1
416,1
4496,1
6176,1
672,1
1984,1
48,1
2960,1
6240,1
2816,1
7216,1
6048,1
2832,1
7856,1
7504,1
960,1
1472,1
5504,1
1104,1
784,1
7936,1
928,1
1760,1
416,1
5232,1
7168,1
2544,1
1248,1
1984,1
1248,1
4368,1
3264,1
1904,1
4160,1
7872,1
5136,1
1984,1
6288,1
5376,1
384,1
2240,1
5424,1
5552,1
5296,1
4128,1
7632,1
16,1
4624,1
1968,1
688,1
1248,1
3024,1
544,1
2512,1
5344,1
4816,1
1408,1
208,1
6512,1
6816,1
6720,1
3088,1
3792,1
7328,1
4512,1
3456,1
5904,1
7024,1
2288,1
4336,1
4192,1
1552,1
1936,1
5264,1
4288,1
208,1
2512,1
5120,1
224,1
3904,1
3616,1
5392,1
1632,1
3872,1
1040,1
944,1
4976,1
1712,1
4880,1
7008,1
240,1
5168,1
1488,1
4384,1
3664,1
5584,1
3328,1
2544,1
320,1
5488,1
2992,1
1424,1
4912,1
304,1
7264,1
6224,1
6704,1
1456,1
3280,1
4384,1
4480,1
1008,1
1536,1
2432,1
3552,1
1328,1
5344,1
