in,out
6992,1
1024,1
7008,1
992,1
4864,1
4192,1
7936,1
3888,1
1264,1
2480,1
4224,1
8144,1
2320,1
6160,1
1808,1
5840,1
320,1
2560,1
3504,1
512,1
4928,1
6192,1
1536,1
3200,1
5120,1
1376,1
336,1
7232,1
416,1
1664,1
6928,1
3424,1
7120,1
1344,1
1344,1
8144,1
2160,1
384,1
2784,1
1120,1
672,1
2368,1
2880,1
2496,1
6544,1
448,1
4944,1
3904,1
1760,1
32,1
4480,1
160,1
4320,1
5296,1
5328,1
2592,1
3392,1
480,1
4880,1
3040,1
1616,1
4704,1
400,1
1392,1
3936,1
3520,1
4304,1
7040,1
1776,1
1472,1
3248,1
1344,1
2656,1
1696,1
5456,1
2240,1
2368,1
7664,1
6864,1
2832,1
832,1
2592,1
5184,1
688,1
7200,1
2944,1
1520,1
2288,1
6544,1
7088,1
2704,1
7728,1
1104,1
1424,1
4368,1
7472,1
112,1
5136,1
2208,1
6816,1
7360,1
7728,1
1872,1
2320,1
7536,1
4816,1
2096,1
6832,1
7392,1
1360,1
7776,1
2048,1
7184,1
8096,1
4048,1
5984,1
7984,1
4944,1
2144,1
1536,1
7664,1
6160,1
1408,1
4608,1
640,1
768,1
2304,1
4320,1
