in,out
8048,1
3664,1
2944,1
7984,1
5904,1
3696,1
5648,1
2032,1
1200,1
240,1
5920,1
6416,1
5680,1
1920,1
5840,1
896,1
2560,1
1344,1
5824,1
7728,1
960,1
2784,1
3120,1
5696,1
2864,1
2400,1
1440,1
2448,1
6400,1
1504,1
4240,1
2448,1
5664,1
2976,1
7488,1
7056,1
6576,1
1360,1
5984,1
240,1
3024,1
3792,1
4224,1
6048,1
7040,1
6432,1
2976,1
3792,1
5200,1
800,1
6384,1
1872,1
64,1
2048,1
6480,1
8112,1
5552,1
1520,1
1104,1
7536,1
3184,1
3712,1
2560,1
5264,1
3360,1
3648,1
6832,1
1504,1
4768,1
6512,1
1392,1
1264,1
960,1
4112,1
5632,1
5440,1
1520,1
1744,1
4352,1
6704,1
528,1
2064,1
6528,1
2752,1
544,1
128,1
2672,1
3648,1
416,1
8080,1
3792,1
2528,1
2256,1
1056,1
2000,1
3680,1
336,1
5600,1
3728,1
2368,1
5328,1
2608,1
2320,1
8016,1
1504,1
1456,1
1296,1
144,1
3008,1
3344,1
7632,1
6384,1
5296,1
4992,1
5680,1
7648,1
1312,1
1360,1
5808,1
6256,1
2416,1
2896,1
2304,1
7856,1
4768,1
6048,1
6832,1
7184,1
