in,out
1680,1
7248,1
464,1
1808,1
7472,1
4416,1
6320,1
7296,1
5664,1
4176,1
6976,1
5200,1
2336,1
4800,1
7984,1
7280,1
112,1
2304,1
1952,1
6000,1
256,1
3392,1
1248,1
4464,1
5968,1
928,1
5936,1
1408,1
6992,1
4464,1
16,1
7232,1
5920,1
4288,1
3536,1
1792,1
7936,1
2032,1
496,1
2768,1
256,1
6032,1
5392,1
6272,1
512,1
5392,1
5504,1
2272,1
1456,1
5104,1
1088,1
608,1
4880,1
2816,1
160,1
1856,1
1904,1
6960,1
3536,1
5104,1
3952,1
3984,1
736,1
3136,1
6928,1
768,1
3088,1
1312,1
128,1
6816,1
1840,1
7264,1
368,1
2880,1
4256,1
4960,1
8032,1
1088,1
3232,1
1904,1
752,1
1424,1
8096,1
5840,1
7760,1
6192,1
3216,1
1248,1
2448,1
704,1
4880,1
7488,1
8000,1
1664,1
4416,1
6064,1
3664,1
1472,1
4640,1
5056,1
7568,1
6928,1
48,1
3424,1
4592,1
7120,1
5552,1
5712,1
4992,1
3504,1
1168,1
1600,1
1792,1
1488,1
7968,1
4288,1
4416,1
1456,1
7376,1
4512,1
7616,1
848,1
7024,1
4928,1
5360,1
3936,1
4832,1
4672,1
