in,out
2320,1
4288,1
1616,1
6496,1
2800,1
1456,1
448,1
6928,1
2096,1
3136,1
4752,1
3568,1
7136,1
5280,1
544,1
1824,1
6976,1
7040,1
944,1
1856,1
7152,1
2256,1
6912,1
3168,1
6288,1
1936,1
4496,1
6112,1
3216,1
2352,1
3104,1
2496,1
3248,1
8032,1
5856,1
352,1
1104,1
2336,1
7712,1
5968,1
6832,1
5008,1
7584,1
2528,1
240,1
2992,1
944,1
608,1
5472,1
5744,1
1664,1
6288,1
1184,1
5504,1
4720,1
2912,1
7536,1
4384,1
5728,1
352,1
2432,1
1248,1
3088,1
448,1
4000,1
6960,1
7056,1
5392,1
6704,1
3344,1
1728,1
4448,1
5552,1
3344,1
3760,1
864,1
2160,1
3280,1
1792,1
3696,1
6464,1
6176,1
6032,1
4608,1
3312,1
3936,1
5584,1
4896,1
7296,1
4512,1
1040,1
3616,1
4000,1
2144,1
5456,1
3216,1
4864,1
6160,1
4672,1
144,1
368,1
1840,1
4496,1
4160,1
5360,1
160,1
7472,1
2176,1
7680,1
8016,1
576,1
3984,1
3008,1
6048,1
1328,1
448,1
4144,1
5120,1
704,1
3392,1
7440,1
672,1
592,1
2560,1
7440,1
5456,1
6864,1
4208,1
