in,out
5360,1
112,1
1200,1
2848,1
4800,1
3616,1
3616,1
1568,1
4624,1
4240,1
5568,1
7376,1
4848,1
5408,1
7696,1
1472,1
8000,1
3536,1
3984,1
7664,1
4688,1
768,1
4720,1
960,1
5728,1
3584,1
5824,1
5936,1
96,1
1648,1
3872,1
304,1
5600,1
416,1
1840,1
1808,1
6400,1
1584,1
3712,1
3632,1
4192,1
1616,1
2768,1
7104,1
128,1
6032,1
4288,1
6672,1
1424,1
6352,1
528,1
6624,1
5840,1
6048,1
1504,1
5568,1
656,1
3008,1
3264,1
1376,1
3984,1
1808,1
7520,1
7856,1
3024,1
2720,1
7408,1
5360,1
2064,1
3024,1
6928,1
2016,1
6048,1
4448,1
4224,1
4816,1
4752,1
6656,1
3440,1
7696,1
7856,1
416,1
3824,1
480,1
4752,1
4320,1
3392,1
5104,1
2416,1
272,1
2240,1
7568,1
2432,1
5776,1
2720,1
5744,1
7056,1
7776,1
2160,1
2368,1
7120,1
592,1
2352,1
6544,1
2176,1
2384,1
7680,1
2608,1
3968,1
528,1
5504,1
6240,1
2112,1
7952,1
2176,1
112,1
4928,1
1600,1
4528,1
2960,1
6832,1
6032,1
7664,1
5760,1
2736,1
6848,1
6768,1
960,1
