in,out
6800,1
2784,1
2528,1
4960,1
720,1
4272,1
7616,1
2224,1
4608,1
4688,1
6368,1
6528,1
48,1
4144,1
6192,1
4256,1
3472,1
1408,1
3744,1
6048,1
1168,1
8064,1
3680,1
96,1
5296,1
1952,1
6912,1
1088,1
7216,1
2672,1
480,1
5920,1
6576,1
5312,1
3824,1
448,1
5696,1
5968,1
944,1
5760,1
5216,1
3216,1
5968,1
3504,1
1232,1
7664,1
7504,1
5184,1
7904,1
2000,1
5504,1
4448,1
3232,1
1712,1
4528,1
1152,1
1568,1
3760,1
4896,1
6160,1
5504,1
4368,1
6560,1
5424,1
4768,1
2096,1
3520,1
7792,1
7328,1
3584,1
3664,1
7712,1
4528,1
5504,1
2448,1
2512,1
7904,1
1088,1
5504,1
1248,1
1472,1
416,1
7520,1
1312,1
784,1
4832,1
3600,1
4912,1
4208,1
2784,1
2096,1
6064,1
144,1
3552,1
7680,1
5888,1
6832,1
5264,1
1152,1
6272,1
7632,1
4080,1
7008,1
304,1
3248,1
5632,1
6208,1
6096,1
4160,1
2672,1
7472,1
4544,1
7648,1
7552,1
5344,1
1680,1
1584,1
6032,1
6704,1
4480,1
7408,1
6176,1
880,1
5584,1
4192,1
7888,1
224,1
2512,1
