in,out
8112,1
4144,1
1552,1
4480,1
2192,1
3760,1
1440,1
624,1
3712,1
7696,1
4336,1
6832,1
4192,1
4608,1
1072,1
7520,1
1696,1
4000,1
7808,1
2736,1
5072,1
6272,1
5232,1
7216,1
4304,1
2800,1
2336,1
736,1
432,1
64,1
4656,1
5280,1
3968,1
1024,1
7680,1
1568,1
2256,1
2800,1
7488,1
6576,1
7472,1
1968,1
2080,1
4752,1
2672,1
7024,1
2432,1
1328,1
928,1
2512,1
32,1
704,1
7088,1
3952,1
6832,1
4880,1
2368,1
464,1
5632,1
6688,1
6672,1
2816,1
3392,1
1664,1
544,1
2496,1
7120,1
1360,1
2864,1
1424,1
6160,1
3088,1
8112,1
3760,1
3520,1
5488,1
128,1
7168,1
8064,1
7216,1
3632,1
7696,1
2272,1
2000,1
2832,1
7920,1
2208,1
1008,1
5312,1
3552,1
7312,1
2944,1
1264,1
5168,1
6832,1
3728,1
7136,1
128,1
5568,1
608,1
4128,1
624,1
5328,1
608,1
480,1
8112,1
16,1
1312,1
1424,1
1248,1
1920,1
5360,1
1632,1
6224,1
6832,1
1280,1
7280,1
6368,1
2832,1
6112,1
3600,1
2880,1
2592,1
352,1
7152,1
2704,1
1968,1
4032,1
