in,out
2192,1
480,1
2672,1
2560,1
1808,1
6048,1
6480,1
2208,1
4256,1
6208,1
8064,1
4224,1
6032,1
4192,1
3968,1
5440,1
4464,1
3552,1
4880,1
6336,1
7680,1
5184,1
5472,1
80,1
3712,1
624,1
1984,1
7248,1
2432,1
6960,1
4144,1
832,1
5552,1
5072,1
5184,1
2880,1
5744,1
5088,1
3392,1
5248,1
2576,1
4400,1
2336,1
2944,1
3712,1
6784,1
5632,1
2256,1
4752,1
528,1
7680,1
2704,1
7232,1
7072,1
5888,1
2960,1
768,1
2368,1
6320,1
6416,1
4240,1
7520,1
2464,1
5952,1
4976,1
1280,1
7296,1
1216,1
7952,1
7296,1
5184,1
7488,1
4160,1
6992,1
3104,1
1296,1
4880,1
7120,1
5840,1
6416,1
6400,1
3440,1
7296,1
3872,1
8064,1
7776,1
1504,1
112,1
1104,1
3424,1
7472,1
6272,1
2944,1
7040,1
5296,1
944,1
3632,1
3680,1
80,1
6864,1
7280,1
4816,1
4544,1
7792,1
3840,1
624,1
3760,1
5152,1
336,1
3520,1
2528,1
6160,1
3824,1
5808,1
7360,1
2288,1
1552,1
4688,1
3984,1
3376,1
5792,1
4688,1
6992,1
5680,1
7408,1
6448,1
1792,1
1952,1
