in,out
4128,1
4176,1
6096,1
1488,1
7632,1
4880,1
352,1
4880,1
7008,1
7984,1
7056,1
1632,1
7568,1
7264,1
3312,1
3808,1
5136,1
7360,1
8032,1
4576,1
7808,1
4704,1
672,1
4272,1
6016,1
992,1
7456,1
7184,1
5472,1
4336,1
8160,1
7264,1
6368,1
4896,1
3504,1
496,1
784,1
6672,1
528,1
7824,1
3920,1
6672,1
1952,1
5712,1
5344,1
7312,1
560,1
3952,1
816,1
5856,1
3952,1
448,1
5616,1
1664,1
6048,1
8160,1
7680,1
4560,1
6736,1
1360,1
4800,1
6112,1
1920,1
1936,1
6112,1
5312,1
4304,1
6032,1
7360,1
4880,1
1536,1
784,1
7008,1
656,1
6752,1
5616,1
6848,1
4736,1
800,1
5456,1
2784,1
5040,1
7472,1
1408,1
2768,1
1792,1
7936,1
2720,1
1696,1
1936,1
2976,1
6496,1
2544,1
5328,1
4816,1
2208,1
5232,1
5392,1
176,1
5008,1
6672,1
64,1
6976,1
3136,1
6944,1
2592,1
7376,1
2784,1
2144,1
7776,1
272,1
2320,1
1088,1
7552,1
2416,1
7232,1
7648,1
4624,1
5648,1
2224,1
2944,1
192,1
5504,1
6896,1
1808,1
5248,1
6080,1
6336,1
