in,out
5296,1
2192,1
1664,1
2544,1
2096,1
2480,1
3504,1
2720,1
7520,1
4768,1
7648,1
2400,1
3168,1
288,1
6560,1
6272,1
3024,1
6192,1
6784,1
2320,1
2448,1
7200,1
6384,1
1232,1
7184,1
3872,1
960,1
1344,1
2000,1
6416,1
4400,1
3696,1
7840,1
64,1
5904,1
944,1
3216,1
5728,1
3632,1
256,1
3904,1
7568,1
4928,1
6928,1
2624,1
8016,1
4032,1
7184,1
2544,1
6288,1
1744,1
2528,1
3376,1
7440,1
3008,1
1696,1
6992,1
3200,1
1984,1
1360,1
2336,1
4656,1
6144,1
4928,1
416,1
6800,1
3488,1
6112,1
4880,1
3104,1
5120,1
4400,1
784,1
96,1
5856,1
7008,1
2064,1
3456,1
2128,1
3328,1
496,1
5392,1
960,1
5808,1
2368,1
7264,1
48,1
5776,1
720,1
7472,1
1952,1
1200,1
976,1
528,1
1904,1
1872,1
832,1
4512,1
3280,1
3952,1
6800,1
3792,1
6640,1
7552,1
5328,1
8048,1
1104,1
7152,1
6576,1
7728,1
576,1
3904,1
8112,1
592,1
6880,1
7152,1
6080,1
1808,1
8064,1
7376,1
6368,1
7472,1
2384,1
4304,1
2048,1
2720,1
5008,1
2448,1
