in,out
6160,1
7440,1
4192,1
3392,1
3680,1
1600,1
7424,1
6688,1
1328,1
5632,1
176,1
1968,1
2208,1
832,1
6720,1
2464,1
4144,1
6848,1
6304,1
5392,1
2112,1
6096,1
3648,1
2976,1
7408,1
3056,1
5824,1
3280,1
2336,1
6688,1
7760,1
1760,1
272,1
4016,1
3984,1
5488,1
944,1
6608,1
3904,1
5728,1
1776,1
8160,1
48,1
7024,1
7552,1
1456,1
8048,1
6768,1
5280,1
4752,1
4672,1
1920,1
3936,1
4896,1
16,1
400,1
3984,1
16,1
5008,1
3616,1
6096,1
1760,1
2832,1
7360,1
3472,1
2496,1
3392,1
3488,1
5312,1
8160,1
7056,1
1808,1
1728,1
6848,1
6960,1
6480,1
3824,1
3472,1
5632,1
96,1
7440,1
4672,1
5040,1
4768,1
6528,1
992,1
1792,1
6048,1
5568,1
7456,1
144,1
3392,1
6240,1
7168,1
4240,1
5376,1
3840,1
7872,1
6240,1
5840,1
1632,1
8000,1
288,1
6272,1
400,1
2592,1
5088,1
2784,1
128,1
48,1
848,1
320,1
7152,1
5440,1
7584,1
4896,1
4064,1
3968,1
5760,1
656,1
944,1
224,1
6576,1
8160,1
2480,1
4864,1
1216,1
6352,1
