in,out
1312,1
1952,1
1168,1
592,1
7168,1
5968,1
4096,1
6016,1
8000,1
640,1
3392,1
80,1
7120,1
3024,1
608,1
448,1
3968,1
3456,1
4416,1
3824,1
3088,1
4000,1
3936,1
144,1
2368,1
4064,1
2176,1
5296,1
3888,1
6144,1
6256,1
7952,1
1376,1
2080,1
3648,1
1440,1
16,1
6432,1
352,1
5088,1
4144,1
3184,1
7600,1
2256,1
3968,1
3136,1
7104,1
8048,1
6112,1
4704,1
4832,1
3872,1
832,1
6496,1
7040,1
1616,1
1504,1
7632,1
3424,1
7344,1
6016,1
1888,1
4544,1
2448,1
864,1
864,1
7504,1
1808,1
7440,1
3392,1
16,1
5504,1
1744,1
6112,1
1584,1
1216,1
3280,1
6544,1
1712,1
5280,1
1360,1
64,1
7232,1
7584,1
5200,1
7904,1
6960,1
5184,1
5056,1
208,1
960,1
7360,1
464,1
5424,1
5280,1
3120,1
7168,1
7344,1
1616,1
3328,1
3648,1
3808,1
5344,1
2592,1
8064,1
1664,1
2496,1
720,1
6368,1
6304,1
96,1
5472,1
3440,1
2448,1
4304,1
7072,1
6288,1
384,1
4976,1
5952,1
7984,1
3600,1
6048,1
1168,1
4768,1
6528,1
7840,1
1104,1
