in,out
7936,1
4768,1
368,1
6608,1
5584,1
800,1
96,1
992,1
4096,1
2144,1
7760,1
6976,1
8048,1
6592,1
1232,1
3296,1
688,1
2672,1
512,1
6528,1
1824,1
608,1
5760,1
7136,1
3520,1
8096,1
5392,1
3184,1
7376,1
3104,1
1968,1
6800,1
2336,1
3936,1
5776,1
2880,1
224,1
160,1
7408,1
976,1
3456,1
7552,1
5024,1
5088,1
1088,1
4000,1
1104,1
2240,1
8096,1
2704,1
1904,1
7872,1
2432,1
1408,1
5712,1
3888,1
6384,1
6704,1
64,1
1280,1
4016,1
7472,1
3312,1
5584,1
6080,1
5104,1
3520,1
7520,1
3936,1
1648,1
592,1
5696,1
5712,1
976,1
5504,1
5136,1
2960,1
1072,1
1936,1
5312,1
2192,1
2832,1
7488,1
6528,1
3488,1
1056,1
3440,1
2032,1
1584,1
3056,1
2064,1
176,1
7648,1
5392,1
7456,1
2944,1
7088,1
8080,1
6848,1
6416,1
4000,1
6320,1
1552,1
7072,1
7056,1
1840,1
1008,1
1712,1
2656,1
4784,1
8000,1
3376,1
2384,1
1488,1
4688,1
6144,1
3872,1
4576,1
5296,1
784,1
2768,1
2560,1
2064,1
7056,1
7328,1
5472,1
976,1
192,1
