in,out
752,1
8096,1
2848,1
6096,1
7008,1
608,1
8160,1
7488,1
7872,1
7488,1
5680,1
384,1
7584,1
5328,1
3024,1
4176,1
3888,1
4432,1
5568,1
1488,1
3392,1
2144,1
560,1
608,1
5952,1
8112,1
7344,1
320,1
1872,1
2352,1
7216,1
6704,1
2384,1
6784,1
5872,1
5056,1
3712,1
6016,1
2720,1
4704,1
608,1
2528,1
5328,1
5504,1
7264,1
32,1
6816,1
1872,1
4608,1
624,1
2048,1
4080,1
7376,1
6160,1
224,1
1008,1
5232,1
1936,1
7280,1
4032,1
7760,1
6800,1
4880,1
6496,1
5488,1
3872,1
6656,1
4368,1
528,1
4432,1
4848,1
5296,1
7936,1
6800,1
3888,1
8064,1
4448,1
8112,1
976,1
2560,1
6144,1
1376,1
6576,1
704,1
3312,1
7792,1
7056,1
5952,1
5552,1
4752,1
2064,1
2064,1
6160,1
1872,1
5696,1
5280,1
7280,1
5904,1
7328,1
3232,1
6848,1
4768,1
208,1
1024,1
8096,1
3872,1
6576,1
1968,1
4832,1
352,1
6592,1
4944,1
1776,1
2976,1
96,1
5312,1
16,1
6176,1
7408,1
5184,1
1312,1
7248,1
1488,1
992,1
7520,1
5984,1
6336,1
3392,1
