in,out
7120,1
3600,1
5120,1
6800,1
304,1
6528,1
5408,1
6560,1
6848,1
256,1
368,1
3728,1
5248,1
3584,1
2848,1
5568,1
8112,1
5120,1
4192,1
1888,1
880,1
5280,1
336,1
6880,1
1856,1
752,1
5168,1
4176,1
2112,1
7968,1
3808,1
7120,1
496,1
7136,1
3168,1
2848,1
3024,1
4864,1
3648,1
7104,1
3312,1
7184,1
1792,1
7872,1
5680,1
4928,1
3920,1
4304,1
2240,1
5120,1
4064,1
4384,1
6320,1
1424,1
7760,1
560,1
912,1
4240,1
144,1
7344,1
6432,1
1056,1
816,1
4544,1
2464,1
4800,1
4240,1
1168,1
6960,1
3888,1
48,1
5792,1
2784,1
7568,1
6784,1
7344,1
6944,1
6304,1
4160,1
4960,1
5920,1
3664,1
6160,1
6640,1
5360,1
3440,1
6576,1
7280,1
7328,1
5552,1
1088,1
160,1
976,1
7520,1
4320,1
1824,1
4736,1
2048,1
1920,1
2544,1
4288,1
1872,1
2624,1
7616,1
624,1
1680,1
1072,1
6848,1
5248,1
5808,1
6848,1
5168,1
1136,1
2160,1
3872,1
7136,1
1280,1
4560,1
2704,1
3520,1
4128,1
6368,1
2032,1
5168,1
64,1
1136,1
1360,1
1936,1
