in,out
800,1
6688,1
1248,1
6496,1
4928,1
368,1
432,1
432,1
4384,1
5360,1
1600,1
7232,1
144,1
7920,1
1424,1
7328,1
288,1
3808,1
1248,1
1584,1
5792,1
3808,1
7376,1
6448,1
3680,1
3696,1
4384,1
8128,1
1920,1
7200,1
6768,1
272,1
4096,1
2944,1
4384,1
464,1
752,1
1648,1
4304,1
2832,1
7824,1
3104,1
4528,1
4784,1
1440,1
7776,1
688,1
5840,1
4912,1
6928,1
6272,1
304,1
6480,1
7296,1
144,1
144,1
6352,1
2960,1
5616,1
4848,1
3648,1
7264,1
2704,1
4880,1
6752,1
7952,1
7584,1
4656,1
6448,1
2832,1
2608,1
448,1
6288,1
3488,1
4720,1
6480,1
1904,1
144,1
288,1
3344,1
6512,1
880,1
7920,1
3568,1
2576,1
2048,1
3040,1
896,1
1920,1
4784,1
5440,1
3104,1
240,1
7296,1
2768,1
7120,1
2352,1
4640,1
6288,1
480,1
7456,1
2784,1
6416,1
3248,1
4176,1
640,1
7664,1
80,1
368,1
7760,1
3888,1
224,1
512,1
6304,1
3392,1
5504,1
4560,1
6624,1
976,1
1392,1
7712,1
8160,1
192,1
2928,1
816,1
5744,1
4112,1
3728,1
