in,out
944,1
7392,1
320,1
1168,1
4672,1
1392,1
3344,1
3344,1
7312,1
7728,1
6160,1
4176,1
880,1
6896,1
3664,1
944,1
6112,1
7728,1
5648,1
2192,1
1296,1
4336,1
1968,1
6272,1
6816,1
5728,1
2512,1
1600,1
7200,1
3568,1
4336,1
7504,1
816,1
4016,1
3312,1
7120,1
7728,1
2976,1
3296,1
4976,1
5712,1
656,1
3968,1
4816,1
6912,1
4768,1
624,1
6400,1
4640,1
5488,1
5248,1
5536,1
672,1
6144,1
4336,1
2912,1
2544,1
7808,1
8016,1
4480,1
6624,1
2048,1
7888,1
8000,1
784,1
3200,1
3776,1
2592,1
6576,1
848,1
2896,1
1472,1
6992,1
5248,1
3776,1
240,1
4880,1
2160,1
864,1
4272,1
3632,1
8112,1
5488,1
8032,1
6960,1
8000,1
2992,1
2320,1
7760,1
848,1
3872,1
1680,1
2032,1
3776,1
592,1
7328,1
4128,1
4240,1
4512,1
448,1
6832,1
464,1
6032,1
1008,1
1840,1
1744,1
144,1
8032,1
4528,1
6576,1
1232,1
1808,1
96,1
1888,1
1552,1
5600,1
2064,1
1152,1
3136,1
2384,1
6080,1
3040,1
7296,1
6208,1
5984,1
288,1
5168,1
4736,1
