in,out
3136,1
5712,1
2256,1
400,1
2384,1
6976,1
768,1
8064,1
3696,1
7984,1
5392,1
3440,1
1312,1
4272,1
2192,1
3280,1
5184,1
5152,1
3824,1
4304,1
2608,1
7904,1
8096,1
1584,1
6848,1
464,1
7584,1
6016,1
8048,1
3872,1
6192,1
1696,1
6896,1
3104,1
1472,1
144,1
4560,1
2128,1
5712,1
2528,1
6656,1
2848,1
7104,1
1312,1
784,1
6960,1
1856,1
6608,1
1776,1
5696,1
5328,1
6208,1
5296,1
7824,1
7680,1
6880,1
7376,1
5600,1
2432,1
8080,1
2864,1
6896,1
2640,1
5904,1
4368,1
3984,1
2384,1
3440,1
8016,1
224,1
3312,1
1728,1
3536,1
1648,1
3056,1
4896,1
2272,1
848,1
7200,1
5408,1
2496,1
1440,1
6592,1
1936,1
3920,1
6800,1
4528,1
5984,1
5024,1
6080,1
832,1
5024,1
2592,1
5328,1
6528,1
576,1
2096,1
6480,1
5456,1
4352,1
2896,1
1664,1
6960,1
7840,1
4832,1
3872,1
5072,1
6736,1
5648,1
192,1
6288,1
7248,1
816,1
768,1
4096,1
6416,1
1344,1
6000,1
6608,1
352,1
5776,1
1056,1
8144,1
6496,1
864,1
4640,1
2976,1
2992,1
