in,out
4688,1
1216,1
7744,1
32,1
5696,1
3296,1
5536,1
6832,1
2768,1
7600,1
6816,1
7792,1
6960,1
4336,1
5024,1
3872,1
3616,1
3680,1
4736,1
576,1
6480,1
4864,1
4608,1
2480,1
4992,1
7008,1
8112,1
2944,1
416,1
4848,1
4768,1
1744,1
4672,1
3504,1
7712,1
3552,1
816,1
7712,1
1152,1
416,1
1136,1
8112,1
752,1
2032,1
6864,1
7872,1
4832,1
1984,1
1040,1
5552,1
7424,1
3024,1
1376,1
4192,1
5760,1
2944,1
2464,1
112,1
4336,1
5776,1
6288,1
2080,1
5952,1
2400,1
688,1
4960,1
3968,1
4960,1
2640,1
3232,1
736,1
7488,1
368,1
4128,1
576,1
1232,1
1136,1
5936,1
3520,1
1680,1
5616,1
7776,1
1024,1
7584,1
6864,1
2576,1
1424,1
7648,1
4576,1
1056,1
352,1
6096,1
7120,1
7616,1
4784,1
7104,1
6560,1
2112,1
4384,1
672,1
2336,1
1136,1
8016,1
4944,1
208,1
832,1
1184,1
944,1
224,1
7840,1
1632,1
5712,1
5200,1
7792,1
7184,1
576,1
1104,1
8160,1
6800,1
6576,1
6848,1
7488,1
512,1
2640,1
4624,1
2272,1
7152,1
5392,1
