in,out
144,1
1632,1
2048,1
1776,1
8000,1
5264,1
6624,1
2832,1
5552,1
4896,1
464,1
1856,1
6240,1
3600,1
5072,1
2960,1
3152,1
7728,1
6768,1
3424,1
6960,1
7952,1
80,1
3520,1
2560,1
2864,1
7040,1
7504,1
6528,1
4000,1
2496,1
6224,1
5024,1
7920,1
3872,1
3728,1
1600,1
7536,1
2896,1
2512,1
1280,1
5104,1
4800,1
4352,1
864,1
144,1
6512,1
7232,1
6992,1
3136,1
6144,1
336,1
7920,1
816,1
5440,1
1376,1
5984,1
2352,1
1808,1
480,1
96,1
5536,1
5104,1
1872,1
6160,1
6384,1
4240,1
1536,1
7056,1
2320,1
4080,1
1168,1
7664,1
1056,1
5856,1
3840,1
4544,1
944,1
736,1
2064,1
6512,1
7856,1
7904,1
6288,1
6144,1
192,1
2400,1
672,1
8128,1
3904,1
3056,1
6768,1
928,1
1040,1
2608,1
7808,1
4960,1
1920,1
4848,1
5328,1
4352,1
7616,1
64,1
4032,1
6208,1
4704,1
1296,1
1520,1
96,1
5152,1
3600,1
4320,1
2416,1
2016,1
7104,1
7392,1
5632,1
2384,1
4064,1
1264,1
2224,1
4544,1
976,1
2480,1
1488,1
2496,1
3776,1
3152,1
