in,out
1248,1
3232,1
2384,1
5776,1
4048,1
7792,1
6544,1
6176,1
1168,1
7984,1
1824,1
1696,1
4112,1
7904,1
6112,1
832,1
3776,1
3952,1
5872,1
5344,1
2160,1
2416,1
5856,1
4336,1
1168,1
7200,1
4672,1
7872,1
272,1
5200,1
7168,1
4528,1
864,1
3440,1
1792,1
4480,1
2816,1
4176,1
2368,1
160,1
2240,1
3168,1
7008,1
6144,1
2272,1
4752,1
1680,1
6448,1
7520,1
3888,1
3056,1
1120,1
1360,1
384,1
3184,1
2320,1
2432,1
1408,1
4624,1
3968,1
1184,1
2896,1
7168,1
880,1
624,1
7344,1
2592,1
3168,1
5104,1
8048,1
1792,1
656,1
1712,1
2608,1
7472,1
6256,1
2112,1
4784,1
6208,1
5440,1
7728,1
7200,1
5856,1
1280,1
4624,1
6128,1
2544,1
2528,1
320,1
4496,1
3760,1
2528,1
6112,1
4464,1
3376,1
3184,1
6928,1
3248,1
6656,1
3408,1
7376,1
3600,1
2736,1
6896,1
7264,1
7696,1
6720,1
4016,1
3440,1
3968,1
1856,1
4768,1
1136,1
7632,1
7632,1
4672,1
5504,1
2224,1
944,1
4400,1
5376,1
4656,1
3184,1
1024,1
1920,1
5136,1
4048,1
6096,1
