in,out
1616,1
2752,1
2272,1
6272,1
1568,1
4112,1
7584,1
3456,1
4752,1
5904,1
1392,1
1264,1
3360,1
464,1
7824,1
2976,1
7872,1
6256,1
6224,1
6768,1
5280,1
2832,1
6832,1
5824,1
7904,1
1088,1
1552,1
5792,1
5072,1
1328,1
6800,1
7248,1
7696,1
1712,1
2560,1
5088,1
3616,1
1440,1
5024,1
1104,1
7744,1
3584,1
640,1
1984,1
7872,1
8048,1
2768,1
896,1
800,1
3136,1
2080,1
4416,1
5568,1
7104,1
5088,1
1376,1
1088,1
7696,1
6288,1
1024,1
5888,1
5264,1
2336,1
6720,1
1808,1
3584,1
6480,1
1840,1
4208,1
2064,1
3664,1
5232,1
2208,1
7696,1
7584,1
864,1
1760,1
4432,1
48,1
1232,1
4336,1
5200,1
1920,1
592,1
4832,1
2016,1
624,1
400,1
3264,1
2160,1
832,1
6528,1
7904,1
8128,1
4736,1
1872,1
5696,1
7520,1
2208,1
1824,1
3056,1
5600,1
3776,1
6656,1
6464,1
3232,1
4128,1
3456,1
16,1
1200,1
736,1
2400,1
4672,1
6704,1
4176,1
5168,1
224,1
5680,1
7200,1
2176,1
5152,1
3904,1
3776,1
7600,1
3904,1
7424,1
5360,1
5248,1
