in,out
1760,1
1120,1
5312,1
6144,1
7952,1
3024,1
4720,1
992,1
7680,1
1216,1
6224,1
1120,1
6464,1
3136,1
848,1
8032,1
16,1
6320,1
8064,1
5632,1
5536,1
1408,1
1968,1
1408,1
6112,1
448,1
3920,1
4944,1
2752,1
7728,1
6272,1
3584,1
7440,1
2528,1
1440,1
3808,1
5440,1
7728,1
4288,1
4032,1
3664,1
7696,1
880,1
7504,1
4176,1
5792,1
6448,1
2912,1
3216,1
2864,1
1984,1
5232,1
2960,1
224,1
3584,1
3632,1
6672,1
5712,1
7280,1
6608,1
1344,1
6448,1
3728,1
3024,1
3680,1
4336,1
6960,1
6624,1
576,1
832,1
6288,1
64,1
8128,1
6112,1
1888,1
7568,1
4592,1
2528,1
7232,1
1056,1
8112,1
3872,1
64,1
5200,1
288,1
5200,1
5088,1
1408,1
4848,1
4272,1
1440,1
2640,1
112,1
5776,1
7136,1
8064,1
3328,1
2496,1
3168,1
3088,1
3760,1
7920,1
8112,1
7840,1
4704,1
8144,1
2448,1
2736,1
2432,1
5216,1
6480,1
4624,1
7552,1
864,1
6432,1
2816,1
7600,1
2192,1
768,1
5744,1
2928,1
880,1
6800,1
7424,1
4208,1
608,1
7984,1
1344,1
