in,out
896,1
1056,1
4368,1
3744,1
5616,1
1008,1
6752,1
1536,1
1776,1
3424,1
64,1
5904,1
6416,1
5168,1
7840,1
2720,1
4688,1
2352,1
1616,1
512,1
1920,1
2480,1
3120,1
5648,1
608,1
3392,1
3824,1
7136,1
6592,1
2496,1
864,1
2688,1
1856,1
1984,1
2864,1
8064,1
7760,1
272,1
768,1
1712,1
3632,1
6992,1
4816,1
1392,1
3840,1
7920,1
1680,1
4256,1
2272,1
1248,1
6768,1
7568,1
2000,1
3792,1
3088,1
3984,1
2416,1
6160,1
1072,1
4800,1
7104,1
4400,1
3536,1
1744,1
5376,1
4848,1
3344,1
2608,1
6688,1
1744,1
2656,1
7536,1
5776,1
4096,1
560,1
6032,1
7904,1
4368,1
2944,1
5680,1
3296,1
2112,1
8080,1
3952,1
7936,1
7648,1
1168,1
4672,1
5088,1
544,1
5488,1
3360,1
4016,1
4400,1
5360,1
2704,1
5728,1
7248,1
4992,1
6208,1
2112,1
7184,1
1440,1
3376,1
768,1
5184,1
2768,1
5936,1
4784,1
4528,1
2928,1
2464,1
1424,1
7312,1
4272,1
5456,1
2176,1
7200,1
8128,1
7072,1
768,1
2976,1
6400,1
7792,1
3744,1
4208,1
6224,1
1008,1
