in,out
7552,1
3280,1
6624,1
3968,1
3792,1
7280,1
7936,1
3856,1
6512,1
4592,1
3440,1
6208,1
5808,1
5824,1
1104,1
5904,1
7392,1
6384,1
5008,1
2480,1
5984,1
4528,1
2128,1
7696,1
4784,1
1536,1
1296,1
2800,1
6992,1
4224,1
1856,1
3312,1
240,1
3904,1
7200,1
6064,1
1376,1
2768,1
4672,1
3568,1
7184,1
2752,1
1504,1
4688,1
1504,1
2480,1
2128,1
6416,1
2640,1
2208,1
4544,1
6656,1
5280,1
4592,1
5248,1
4576,1
1744,1
7488,1
48,1
3072,1
2912,1
7104,1
5216,1
6304,1
272,1
6448,1
8144,1
3056,1
512,1
16,1
1360,1
5008,1
7952,1
7552,1
5888,1
3552,1
688,1
2592,1
1920,1
8048,1
4320,1
2336,1
7536,1
144,1
7696,1
1056,1
1952,1
7648,1
4512,1
5360,1
4000,1
6800,1
7616,1
5520,1
8064,1
5312,1
2096,1
4080,1
96,1
784,1
2080,1
3744,1
5232,1
1248,1
1712,1
1696,1
1440,1
5600,1
2608,1
6000,1
7920,1
6192,1
7472,1
5680,1
4768,1
192,1
1680,1
688,1
2864,1
2912,1
5328,1
2576,1
4912,1
688,1
320,1
5216,1
2560,1
672,1
