in,out
4176,1
2496,1
7552,1
7424,1
3520,1
7376,1
3424,1
720,1
2912,1
6128,1
4304,1
5584,1
6368,1
5504,1
2240,1
6512,1
2400,1
2880,1
1040,1
160,1
1616,1
4032,1
928,1
4704,1
1552,1
16,1
4480,1
7488,1
5808,1
8064,1
368,1
4768,1
2544,1
5904,1
2096,1
2192,1
5056,1
736,1
8000,1
6480,1
4992,1
1392,1
5168,1
16,1
4544,1
3552,1
816,1
1376,1
3536,1
4528,1
3280,1
6416,1
5760,1
6720,1
8032,1
7344,1
4560,1
3472,1
5504,1
4656,1
2448,1
2624,1
4416,1
6896,1
6000,1
3872,1
6640,1
1792,1
1360,1
4016,1
288,1
5600,1
7808,1
416,1
6944,1
5360,1
7584,1
1568,1
6592,1
1264,1
3120,1
4064,1
7168,1
3584,1
6464,1
6384,1
512,1
2224,1
5776,1
4784,1
7392,1
6960,1
1600,1
6544,1
3472,1
7712,1
7088,1
1984,1
608,1
1376,1
4960,1
880,1
8048,1
3072,1
7360,1
1184,1
1536,1
7856,1
4144,1
1440,1
1696,1
3904,1
1904,1
5152,1
2208,1
6896,1
6448,1
3424,1
3008,1
5328,1
4576,1
688,1
6768,1
7344,1
6480,1
6528,1
8112,1
2208,1
