in,out
736,1
2096,1
4160,1
5584,1
80,1
2896,1
6000,1
4336,1
1584,1
7360,1
2032,1
3808,1
560,1
3856,1
4848,1
2448,1
1552,1
5392,1
4048,1
1792,1
6960,1
7776,1
1184,1
5536,1
3968,1
4096,1
6144,1
2832,1
5024,1
1632,1
944,1
1920,1
7312,1
4096,1
3040,1
7856,1
4608,1
3440,1
7072,1
2288,1
3984,1
7344,1
3376,1
2832,1
5632,1
4544,1
7744,1
7280,1
5904,1
2176,1
2336,1
5008,1
2048,1
4240,1
3104,1
2144,1
3872,1
5328,1
3504,1
7280,1
7392,1
176,1
7552,1
6464,1
3504,1
976,1
3488,1
4080,1
7504,1
288,1
7344,1
5904,1
3056,1
5968,1
896,1
6832,1
1328,1
7920,1
6128,1
2672,1
6832,1
2384,1
448,1
1648,1
304,1
8096,1
3216,1
480,1
3472,1
1008,1
1760,1
4208,1
2560,1
4016,1
4160,1
5840,1
5168,1
4256,1
736,1
4784,1
3856,1
6128,1
1936,1
6320,1
6416,1
1712,1
6672,1
1664,1
7344,1
6576,1
6080,1
512,1
4992,1
5632,1
7696,1
6128,1
4704,1
576,1
3824,1
5440,1
4784,1
1328,1
5696,1
1392,1
48,1
2080,1
6320,1
512,1
