in,out
432,1
1248,1
5696,1
4800,1
7552,1
1104,1
1968,1
7568,1
5232,1
4272,1
224,1
5008,1
2592,1
6224,1
6048,1
2480,1
1792,1
1472,1
3536,1
6000,1
6080,1
4480,1
2704,1
7712,1
1040,1
3760,1
3104,1
3568,1
2080,1
4672,1
3680,1
5632,1
1488,1
5968,1
368,1
4880,1
5296,1
1296,1
3648,1
224,1
5104,1
3680,1
7552,1
5328,1
8096,1
7120,1
5728,1
5216,1
1376,1
2192,1
3760,1
6144,1
2256,1
4768,1
5728,1
3824,1
704,1
1744,1
2128,1
208,1
4560,1
4400,1
5472,1
784,1
5392,1
6448,1
2960,1
3136,1
5248,1
1712,1
6560,1
5280,1
1328,1
6288,1
288,1
7360,1
6496,1
2896,1
7888,1
7600,1
3760,1
6608,1
7648,1
4640,1
3744,1
7664,1
5120,1
4256,1
5840,1
4880,1
944,1
2864,1
7152,1
3360,1
7296,1
5536,1
2752,1
7600,1
2272,1
336,1
208,1
2064,1
2192,1
2656,1
6864,1
6368,1
1600,1
6832,1
5776,1
1168,1
5712,1
656,1
2752,1
7632,1
2144,1
7808,1
352,1
1728,1
3152,1
2560,1
7424,1
4032,1
2672,1
8160,1
2976,1
848,1
7760,1
6544,1
