in,out
1760,1
4192,1
5904,1
5952,1
992,1
3328,1
4432,1
2928,1
2256,1
7184,1
2368,1
1360,1
3584,1
6480,1
7744,1
5808,1
7488,1
2480,1
5696,1
5760,1
7888,1
912,1
6352,1
1568,1
3904,1
5888,1
5696,1
6864,1
5760,1
4208,1
3584,1
32,1
3840,1
5024,1
7136,1
5904,1
3568,1
6944,1
2400,1
2192,1
2720,1
3200,1
1392,1
4096,1
5776,1
2672,1
2976,1
6912,1
2496,1
6912,1
3920,1
4224,1
1472,1
2496,1
5136,1
3392,1
5888,1
80,1
2096,1
1456,1
4144,1
1776,1
1248,1
4928,1
4064,1
1872,1
7936,1
3488,1
5584,1
1152,1
5776,1
7504,1
3184,1
3360,1
7008,1
5552,1
6480,1
5264,1
2784,1
2288,1
4096,1
2336,1
7392,1
832,1
2656,1
7024,1
2032,1
4896,1
7104,1
5120,1
112,1
2944,1
3872,1
5408,1
6336,1
4912,1
80,1
2400,1
1872,1
6176,1
8000,1
7872,1
3936,1
2048,1
2960,1
560,1
6048,1
2000,1
4544,1
2336,1
1600,1
4912,1
6992,1
1856,1
4064,1
7088,1
880,1
6000,1
752,1
7792,1
7264,1
6416,1
3248,1
4160,1
1344,1
1232,1
1808,1
2768,1
