in,out
2992,1
6880,1
4000,1
1392,1
5840,1
432,1
6896,1
2720,1
7952,1
3520,1
7136,1
2992,1
2944,1
848,1
3056,1
960,1
3712,1
3456,1
816,1
5120,1
2816,1
6592,1
7744,1
2816,1
2480,1
160,1
368,1
1472,1
1776,1
2048,1
3408,1
2240,1
480,1
544,1
7824,1
3824,1
1616,1
2384,1
4032,1
4224,1
4672,1
2016,1
2736,1
4944,1
3776,1
7792,1
2080,1
4992,1
4416,1
1392,1
5152,1
1936,1
2112,1
2480,1
3728,1
7040,1
6304,1
1344,1
720,1
7984,1
176,1
7376,1
1664,1
1440,1
8128,1
3040,1
3136,1
816,1
2160,1
4640,1
1072,1
2496,1
6496,1
7648,1
5008,1
3088,1
2128,1
4288,1
144,1
3552,1
4464,1
7568,1
7552,1
2576,1
7936,1
3696,1
1888,1
6288,1
144,1
32,1
3760,1
6336,1
4240,1
6224,1
1728,1
3200,1
3872,1
800,1
4048,1
6368,1
272,1
400,1
800,1
1488,1
1408,1
6960,1
640,1
5984,1
32,1
2064,1
6992,1
2464,1
5040,1
8064,1
6512,1
544,1
7936,1
3984,1
1824,1
4976,1
2016,1
4192,1
7312,1
5824,1
1344,1
160,1
2848,1
1264,1
