in,out
4560,1
2304,1
4688,1
208,1
7120,1
7792,1
528,1
1488,1
6032,1
5632,1
6032,1
784,1
7008,1
8160,1
6560,1
5808,1
5712,1
6704,1
1040,1
7488,1
192,1
7584,1
7168,1
1600,1
5280,1
3488,1
3552,1
3536,1
7040,1
5200,1
6976,1
2592,1
5744,1
7664,1
5312,1
8112,1
2976,1
576,1
7056,1
1904,1
5968,1
7280,1
1120,1
6912,1
1168,1
3248,1
7824,1
1888,1
912,1
4576,1
5552,1
5728,1
6400,1
736,1
2016,1
6688,1
2720,1
1456,1
1296,1
2944,1
5696,1
544,1
7488,1
6816,1
2672,1
2976,1
576,1
4688,1
5360,1
7232,1
3232,1
3152,1
2624,1
8112,1
6576,1
3632,1
1312,1
352,1
352,1
5520,1
4176,1
704,1
7200,1
7632,1
1200,1
3184,1
6512,1
2624,1
2848,1
6704,1
5328,1
6560,1
5280,1
4400,1
7312,1
1200,1
4704,1
3008,1
7920,1
3408,1
2048,1
3984,1
1792,1
6384,1
1216,1
5776,1
4032,1
720,1
2944,1
4080,1
320,1
2816,1
7056,1
1728,1
6240,1
2560,1
272,1
5968,1
416,1
6256,1
192,1
8000,1
1888,1
2000,1
496,1
6064,1
2800,1
3744,1
