in,out
1520,1
1280,1
2368,1
5536,1
5472,1
3296,1
5392,1
4752,1
496,1
3600,1
5424,1
5120,1
3040,1
5536,1
3456,1
6400,1
2848,1
6624,1
6240,1
1872,1
4288,1
1744,1
1504,1
3856,1
816,1
1840,1
8032,1
5584,1
4928,1
7248,1
6464,1
8080,1
1696,1
5984,1
848,1
1440,1
2416,1
5008,1
2608,1
7808,1
3856,1
5440,1
5520,1
3776,1
3600,1
4368,1
3216,1
5456,1
6704,1
48,1
3920,1
1776,1
3600,1
1904,1
2368,1
3504,1
3120,1
640,1
5088,1
640,1
6864,1
4128,1
7968,1
7696,1
7904,1
7440,1
7184,1
3504,1
1456,1
4624,1
7808,1
4832,1
6752,1
6368,1
6608,1
208,1
7200,1
7888,1
4752,1
5344,1
7440,1
6576,1
6768,1
3504,1
1504,1
7488,1
2368,1
4768,1
4000,1
7328,1
2800,1
3552,1
1024,1
7472,1
6752,1
3536,1
2336,1
640,1
5488,1
1136,1
1184,1
8128,1
7408,1
6064,1
5408,1
3232,1
1664,1
4352,1
5232,1
4624,1
6688,1
4320,1
2368,1
5120,1
5856,1
7968,1
368,1
5648,1
7504,1
96,1
2272,1
576,1
6240,1
3360,1
2176,1
4912,1
5568,1
2128,1
