in,out
1232,1
7104,1
2064,1
2160,1
2528,1
7360,1
6848,1
2336,1
6272,1
6896,1
2672,1
2784,1
8144,1
3328,1
144,1
4528,1
5200,1
3936,1
3632,1
2240,1
7456,1
5808,1
240,1
576,1
3344,1
4320,1
2480,1
5296,1
1568,1
3504,1
464,1
3392,1
1248,1
1712,1
1136,1
3616,1
6256,1
80,1
7872,1
144,1
7184,1
4416,1
3056,1
5840,1
5920,1
6768,1
3296,1
5776,1
5264,1
3824,1
5552,1
1888,1
4656,1
8064,1
5872,1
1440,1
1136,1
752,1
2784,1
7808,1
4592,1
1760,1
5424,1
8160,1
6336,1
3648,1
5040,1
7168,1
4368,1
480,1
7680,1
304,1
7056,1
3280,1
4704,1
2768,1
5424,1
1776,1
624,1
4016,1
2736,1
1872,1
368,1
5200,1
6128,1
6048,1
3712,1
2560,1
3968,1
4384,1
3952,1
3056,1
1648,1
4144,1
7728,1
2464,1
4160,1
3024,1
1248,1
6832,1
4576,1
4016,1
320,1
1024,1
3872,1
6400,1
2288,1
3584,1
6496,1
2192,1
2192,1
2400,1
2928,1
7232,1
3872,1
688,1
7232,1
6768,1
3648,1
6688,1
4112,1
6976,1
5856,1
2832,1
8032,1
7840,1
5328,1
3952,1
