in,out
176,1
2640,1
480,1
5072,1
6784,1
3312,1
1168,1
3328,1
3360,1
4384,1
6624,1
3616,1
1680,1
5680,1
6720,1
2176,1
1088,1
8048,1
8096,1
4192,1
2240,1
96,1
6576,1
976,1
8016,1
6912,1
1616,1
640,1
3360,1
336,1
5920,1
7792,1
4016,1
704,1
4656,1
3488,1
8048,1
3360,1
4368,1
2000,1
4640,1
1024,1
2400,1
2432,1
7408,1
576,1
7792,1
672,1
1136,1
3040,1
7120,1
6704,1
2016,1
4336,1
3008,1
4624,1
6400,1
2400,1
1696,1
3264,1
3360,1
6944,1
2112,1
4288,1
2256,1
6384,1
4576,1
4816,1
96,1
1536,1
3072,1
2704,1
1776,1
3648,1
4656,1
5232,1
5664,1
7600,1
7120,1
5456,1
512,1
7856,1
2592,1
2752,1
3632,1
5024,1
4656,1
272,1
4176,1
3936,1
8144,1
7264,1
3872,1
4752,1
544,1
5296,1
6400,1
5968,1
2848,1
5360,1
4768,1
7872,1
3984,1
2016,1
2800,1
1280,1
4160,1
7648,1
2960,1
7440,1
3536,1
7744,1
2752,1
4304,1
960,1
7312,1
4048,1
4096,1
4640,1
1472,1
2912,1
4416,1
1136,1
7072,1
4592,1
3200,1
4976,1
144,1
