in,out
2160,1
2960,1
7008,1
6000,1
3552,1
416,1
3984,1
6784,1
896,1
7408,1
2288,1
1600,1
336,1
7344,1
1824,1
2832,1
7920,1
4928,1
400,1
4160,1
5312,1
368,1
4352,1
5472,1
4592,1
1280,1
7072,1
4272,1
3712,1
6096,1
3808,1
720,1
288,1
7232,1
4736,1
1392,1
2464,1
2320,1
368,1
1552,1
5280,1
6016,1
4384,1
3424,1
7040,1
8096,1
7504,1
6288,1
832,1
6624,1
544,1
7520,1
5792,1
5504,1
1120,1
3728,1
6208,1
5984,1
1344,1
7248,1
5168,1
7200,1
6320,1
2000,1
5520,1
5184,1
1472,1
4624,1
1552,1
4176,1
4368,1
4128,1
5696,1
7200,1
96,1
3168,1
608,1
784,1
1712,1
5200,1
3312,1
1504,1
4128,1
6928,1
6096,1
1216,1
2000,1
2464,1
7168,1
7856,1
5424,1
5040,1
656,1
7792,1
4240,1
3200,1
672,1
6624,1
7440,1
5136,1
3360,1
224,1
2992,1
4720,1
6000,1
6336,1
2096,1
2272,1
1568,1
5136,1
3376,1
6528,1
768,1
5664,1
3296,1
3600,1
6704,1
7584,1
1776,1
5488,1
7056,1
1376,1
6336,1
7936,1
352,1
7632,1
2096,1
4752,1
