in,out
6960,1
4256,1
1968,1
3024,1
32,1
800,1
7152,1
3216,1
2720,1
4768,1
1248,1
5376,1
512,1
2944,1
4432,1
4704,1
4816,1
5760,1
2944,1
7040,1
3904,1
3312,1
7456,1
3216,1
6192,1
864,1
3840,1
7872,1
4064,1
5632,1
5680,1
4704,1
2192,1
1024,1
256,1
1376,1
5872,1
4336,1
7968,1
6048,1
2992,1
6464,1
6560,1
3008,1
4784,1
5808,1
4320,1
7664,1
7120,1
2624,1
960,1
1600,1
4304,1
224,1
7328,1
3472,1
7040,1
4464,1
5840,1
4960,1
1360,1
1024,1
3264,1
7584,1
5008,1
6112,1
1600,1
1296,1
7520,1
480,1
3584,1
6720,1
7904,1
4992,1
2416,1
4720,1
4992,1
7776,1
4288,1
5664,1
48,1
4064,1
2384,1
2688,1
1888,1
4960,1
3808,1
4016,1
2752,1
5904,1
8144,1
688,1
4480,1
1312,1
4528,1
608,1
4896,1
6000,1
592,1
1088,1
400,1
7200,1
4576,1
3184,1
5552,1
1392,1
3056,1
5072,1
4320,1
464,1
4064,1
5504,1
1136,1
6080,1
1376,1
5984,1
480,1
4096,1
5792,1
5488,1
3840,1
608,1
6112,1
112,1
912,1
6240,1
7488,1
7104,1
