in,out
6624,1
6896,1
7264,1
5360,1
6736,1
5264,1
5712,1
5888,1
6240,1
192,1
64,1
4368,1
1360,1
5056,1
3488,1
4416,1
6576,1
3600,1
3008,1
5296,1
32,1
2880,1
5376,1
4416,1
7136,1
6992,1
5296,1
6272,1
768,1
2848,1
2832,1
4848,1
7008,1
2992,1
4208,1
6736,1
2256,1
4240,1
6816,1
2672,1
6256,1
7632,1
2144,1
480,1
7872,1
4192,1
464,1
1728,1
4672,1
1056,1
2272,1
5008,1
4496,1
4000,1
2640,1
992,1
5200,1
3056,1
1248,1
3408,1
2272,1
1616,1
7088,1
2176,1
1216,1
5856,1
2960,1
7648,1
3664,1
5712,1
7248,1
6976,1
3232,1
16,1
560,1
1456,1
1600,1
1216,1
4832,1
6432,1
5056,1
2304,1
2784,1
384,1
1728,1
5712,1
4896,1
5792,1
4800,1
5408,1
5872,1
2128,1
2064,1
3888,1
2320,1
6960,1
4624,1
1120,1
2768,1
5248,1
2288,1
1504,1
4736,1
6064,1
5424,1
7440,1
5488,1
3616,1
8016,1
5760,1
4448,1
5968,1
2336,1
8160,1
6112,1
4336,1
1824,1
7472,1
4384,1
7808,1
416,1
7872,1
3440,1
7424,1
3424,1
7728,1
4560,1
1184,1
