in,out
4096,1
512,1
5376,1
5984,1
4784,1
2512,1
784,1
7232,1
3696,1
2640,1
5728,1
5248,1
496,1
2896,1
6864,1
3664,1
2960,1
208,1
800,1
6880,1
1232,1
1856,1
3344,1
1184,1
464,1
1376,1
6960,1
7680,1
7488,1
8112,1
7008,1
6432,1
8064,1
4768,1
1648,1
6528,1
4880,1
5104,1
6944,1
6016,1
1584,1
8016,1
7232,1
288,1
7680,1
2336,1
3952,1
1472,1
2656,1
1712,1
2256,1
5408,1
1184,1
2688,1
7408,1
2560,1
1312,1
432,1
864,1
3280,1
3648,1
7760,1
6480,1
3344,1
944,1
1600,1
1776,1
5456,1
1648,1
2144,1
1072,1
3008,1
4000,1
7680,1
3280,1
7632,1
6464,1
6752,1
2112,1
5008,1
3872,1
1680,1
7344,1
5392,1
1120,1
5616,1
1248,1
5312,1
5488,1
4384,1
6576,1
1104,1
7664,1
1344,1
1520,1
5280,1
3136,1
4352,1
3744,1
4928,1
7776,1
7536,1
5456,1
6000,1
4048,1
368,1
528,1
4256,1
4576,1
3440,1
3344,1
3808,1
4384,1
2624,1
5808,1
3056,1
4880,1
4224,1
2928,1
6768,1
5968,1
704,1
4272,1
4896,1
5600,1
656,1
5136,1
464,1
