in,out
5504,1
5216,1
736,1
5648,1
4816,1
4496,1
5552,1
3600,1
7904,1
768,1
1936,1
1216,1
7264,1
6400,1
144,1
1712,1
6480,1
1600,1
6752,1
3600,1
7344,1
4800,1
3824,1
6496,1
8144,1
6736,1
7328,1
5680,1
3936,1
592,1
3856,1
6880,1
4800,1
1792,1
5552,1
6640,1
1600,1
4096,1
7424,1
7696,1
7552,1
1824,1
6512,1
3152,1
4256,1
5200,1
5312,1
6064,1
4544,1
2656,1
2560,1
6656,1
96,1
2240,1
5632,1
5808,1
880,1
2960,1
7056,1
4176,1
7904,1
2368,1
1520,1
8112,1
7376,1
1376,1
4576,1
5424,1
768,1
5456,1
8128,1
3248,1
4768,1
7392,1
1552,1
1664,1
8096,1
4768,1
7040,1
7312,1
8080,1
4560,1
2944,1
5312,1
5168,1
768,1
7952,1
3712,1
896,1
2912,1
2048,1
4352,1
5136,1
1136,1
544,1
6864,1
6016,1
1968,1
7520,1
3408,1
7312,1
1488,1
2608,1
48,1
6400,1
5728,1
5264,1
752,1
1488,1
1392,1
2640,1
912,1
1424,1
992,1
6688,1
4608,1
432,1
6256,1
848,1
7152,1
4720,1
4800,1
4912,1
224,1
4352,1
7536,1
4800,1
7664,1
