in,out
3088,1
1744,1
7920,1
4560,1
7552,1
6960,1
4000,1
7456,1
7360,1
5312,1
5568,1
1808,1
8048,1
144,1
7952,1
5584,1
4240,1
6512,1
7760,1
976,1
2512,1
4464,1
5664,1
4928,1
4800,1
5424,1
4112,1
5760,1
4688,1
2320,1
3904,1
4656,1
5568,1
3728,1
2160,1
4608,1
2736,1
7616,1
1216,1
3664,1
7856,1
2096,1
3408,1
4176,1
6656,1
3424,1
5312,1
352,1
3856,1
176,1
3840,1
5744,1
1456,1
5648,1
3328,1
7840,1
96,1
3088,1
3536,1
2848,1
2544,1
1360,1
6752,1
1840,1
3664,1
6064,1
5168,1
3792,1
8080,1
4528,1
4112,1
1056,1
4192,1
480,1
5456,1
880,1
7872,1
7664,1
5552,1
4304,1
3904,1
272,1
1088,1
848,1
7504,1
4640,1
4480,1
288,1
5632,1
6352,1
6736,1
240,1
4928,1
5488,1
2560,1
4352,1
7120,1
4304,1
6448,1
4144,1
7408,1
176,1
7168,1
2464,1
7952,1
5712,1
3856,1
7920,1
4384,1
2672,1
2128,1
6256,1
1296,1
7680,1
2240,1
7360,1
2208,1
5616,1
4128,1
2112,1
4992,1
4336,1
1328,1
3056,1
7456,1
4400,1
5584,1
2048,1
