in,out
4992,1
192,1
6688,1
7088,1
1520,1
1472,1
7296,1
3744,1
4560,1
5344,1
4768,1
2688,1
3056,1
6592,1
2240,1
1056,1
4896,1
8032,1
2768,1
5360,1
976,1
7344,1
4208,1
4832,1
4704,1
4672,1
6800,1
7888,1
1936,1
304,1
7024,1
1184,1
5040,1
3392,1
3536,1
5792,1
1824,1
6528,1
5104,1
6592,1
6192,1
8160,1
6128,1
6192,1
2896,1
2656,1
3344,1
2944,1
7328,1
5904,1
2320,1
2368,1
1904,1
4640,1
3008,1
6176,1
8032,1
1952,1
4384,1
3440,1
2928,1
5856,1
5680,1
2784,1
80,1
7536,1
4880,1
48,1
2960,1
624,1
5856,1
7232,1
7744,1
6896,1
2480,1
2656,1
2448,1
1968,1
2240,1
3952,1
672,1
2016,1
7888,1
5040,1
912,1
2320,1
7200,1
928,1
5584,1
2720,1
1536,1
1952,1
3344,1
5360,1
5760,1
3424,1
6736,1
2352,1
1584,1
7920,1
7872,1
6736,1
1408,1
800,1
2720,1
1712,1
4240,1
6240,1
1184,1
1648,1
5904,1
5504,1
4816,1
4704,1
3776,1
2800,1
688,1
2608,1
3632,1
5184,1
3488,1
6336,1
2560,1
3504,1
6144,1
3584,1
288,1
4400,1
