in,out
2720,1
7152,1
6336,1
2464,1
8080,1
7520,1
2528,1
3760,1
4352,1
8096,1
3120,1
3168,1
6784,1
128,1
2480,1
4608,1
4288,1
7552,1
3344,1
5104,1
3456,1
4176,1
400,1
7104,1
2528,1
1280,1
3680,1
3248,1
3200,1
7344,1
7664,1
3184,1
800,1
2352,1
7520,1
1440,1
7104,1
6080,1
2224,1
272,1
7040,1
400,1
1280,1
3472,1
4320,1
4736,1
496,1
7120,1
1392,1
3696,1
1232,1
5104,1
6368,1
1824,1
2112,1
1104,1
7696,1
7744,1
8032,1
608,1
6016,1
7776,1
5360,1
6096,1
5840,1
1152,1
3872,1
7584,1
3296,1
4672,1
3376,1
1808,1
1520,1
2576,1
2448,1
6752,1
4656,1
1904,1
2192,1
2992,1
2928,1
6224,1
6128,1
6432,1
864,1
7520,1
3056,1
2720,1
7568,1
3440,1
240,1
2624,1
3760,1
608,1
6144,1
2144,1
6192,1
6864,1
2384,1
336,1
7008,1
4592,1
4704,1
2800,1
1072,1
4192,1
2336,1
1888,1
7120,1
1408,1
6800,1
480,1
6032,1
6832,1
7104,1
5968,1
656,1
7952,1
512,1
5296,1
1040,1
448,1
6944,1
7488,1
6544,1
2176,1
7888,1
4448,1
