in,out
6112,1
1024,1
2912,1
6448,1
4576,1
6800,1
4144,1
2032,1
6608,1
5168,1
2640,1
7424,1
1216,1
2480,1
4832,1
2816,1
128,1
2880,1
4160,1
2480,1
4912,1
6608,1
8032,1
3440,1
2160,1
2304,1
5536,1
7776,1
464,1
4752,1
2816,1
1616,1
3168,1
160,1
4464,1
4336,1
1296,1
1472,1
1440,1
3568,1
1008,1
7264,1
7952,1
7904,1
3152,1
4304,1
6448,1
6256,1
6656,1
3664,1
2672,1
7648,1
6000,1
7824,1
1440,1
1376,1
1280,1
2848,1
5008,1
1488,1
1440,1
7376,1
7968,1
4960,1
4976,1
2256,1
6960,1
6192,1
1296,1
6624,1
4656,1
816,1
6608,1
3248,1
1696,1
7904,1
2096,1
3856,1
4496,1
608,1
6496,1
6848,1
1360,1
8160,1
7216,1
7424,1
5888,1
2480,1
5728,1
256,1
7696,1
736,1
7440,1
6816,1
128,1
5680,1
224,1
352,1
7808,1
6224,1
6848,1
1872,1
3216,1
4240,1
1728,1
4880,1
640,1
2192,1
7792,1
4288,1
6672,1
5792,1
1632,1
1920,1
5296,1
7648,1
5536,1
6240,1
7200,1
384,1
2352,1
5760,1
2896,1
2944,1
3968,1
4992,1
4320,1
1904,1
