in,out
6336,1
3840,1
4400,1
2768,1
6224,1
192,1
4800,1
7040,1
5696,1
5232,1
3728,1
2384,1
432,1
1920,1
2320,1
672,1
128,1
4944,1
5776,1
336,1
224,1
4800,1
3296,1
6768,1
5424,1
6720,1
7120,1
3216,1
1232,1
4848,1
2112,1
3936,1
7776,1
3856,1
1216,1
1280,1
4640,1
2672,1
3360,1
7568,1
176,1
2864,1
7024,1
5952,1
6496,1
4096,1
7888,1
3136,1
128,1
6048,1
192,1
7600,1
3504,1
7408,1
992,1
7680,1
5872,1
1616,1
5056,1
2288,1
2832,1
3648,1
7728,1
2400,1
4336,1
7024,1
2336,1
5856,1
1200,1
6960,1
4816,1
5312,1
5616,1
1568,1
2736,1
672,1
5888,1
1696,1
7264,1
7824,1
7472,1
6656,1
656,1
272,1
4960,1
5600,1
2048,1
5888,1
2656,1
6048,1
7808,1
3344,1
3088,1
3584,1
1168,1
7760,1
7792,1
4336,1
1168,1
2432,1
1952,1
7296,1
5040,1
192,1
2016,1
1568,1
4112,1
5216,1
1776,1
1200,1
1376,1
1552,1
4208,1
320,1
8160,1
6272,1
5520,1
7200,1
7744,1
3184,1
6240,1
3760,1
2320,1
6176,1
720,1
3808,1
1792,1
1424,1
