in,out
3936,1
4752,1
5120,1
2160,1
1968,1
1648,1
3296,1
6848,1
8032,1
272,1
2480,1
2016,1
7648,1
7696,1
7472,1
800,1
5888,1
4400,1
1888,1
7056,1
2832,1
7760,1
3984,1
5296,1
7680,1
5552,1
224,1
6560,1
2448,1
6576,1
4576,1
512,1
2848,1
2672,1
2176,1
5776,1
2784,1
7088,1
2832,1
1632,1
1376,1
1776,1
4176,1
5104,1
7296,1
5840,1
320,1
7616,1
3984,1
1648,1
5616,1
2736,1
7568,1
2416,1
6592,1
8144,1
1408,1
7968,1
6160,1
4416,1
5856,1
4560,1
2896,1
3392,1
7488,1
4624,1
2400,1
4896,1
7088,1
4720,1
7744,1
2960,1
2592,1
5056,1
3680,1
3488,1
6832,1
4752,1
2656,1
1744,1
5296,1
3056,1
5104,1
3168,1
4480,1
6928,1
1200,1
6688,1
2528,1
1440,1
880,1
4608,1
6640,1
2944,1
6816,1
2576,1
7104,1
5568,1
5200,1
7904,1
6656,1
5200,1
3376,1
6848,1
1088,1
6992,1
2976,1
7616,1
3312,1
4576,1
7168,1
1872,1
7472,1
3760,1
1056,1
7552,1
6640,1
5712,1
1312,1
2848,1
6560,1
1344,1
1712,1
5664,1
1056,1
4864,1
5072,1
2928,1
